CHENILLE CHAMPTEUSSE;475;237
RIENCOURT;213;106
POGGIO D OLETTA;115;62
LUCCIANA;84;39
MONTMERLE SUR SAONE;388;194
HERSERANGE;458;222
ECHEBRUNE;652;325
LAMOTTE DU RHONE;570;286
TURGY;254;127
HEIWILLER;136;69
VARSBERG;365;186
ROQUEBILLIERE;415;208
ST PAUL SUR SAVE;318;159
CONFLANS SUR LANTERNE;308;156
CORSAINT;279;140
BAILLARGUES;1223;605
LAVANNES;313;154
CIDEVILLE;308;154
THILLOIS;311;154
PENDE;244;125
LE VAULMIER;353;176
HAUCOURT EN CAMBRESIS;152;77
NONSARD LAMARCHE;335;168
VILLEFAGNAN;474;237
DIGNA;429;213
BOUVRON;834;420
PAVEZIN;211;105
RIVES DE L YON;1052;525
LUSSAC;1725;862
BLANCHEFOSSE ET BAY;357;179
ST LEGER LES VIGNES;794;400
JAULDES;429;215
SEIGY;297;147
LA MAROLLE EN SOLOGNE;325;163
BARRETAINE;484;241
BRIANCONNET;629;317
BEAUMONT LES VALENCE;479;239
COMMEQUIERS;1052;528
ALLUY;250;126
BOUGY LEZ NEUVILLE;245;121
BALLANS;493;247
CHAMPLITTE;292;149
ALTENACH;160;80
MAUX;281;141
WASQUEHAL;36;19
ST ANDRONY;1139;568
LUSSAN;916;459
AIZENAY;931;470
MOUFFY;299;150
VERMELLES;105;52
MEILHAN SUR GARONNE;490;245
MONTAIGU;456;229
ST GERMAIN DE JOUX;485;243
GUEPREI;220;111
CHATEAU LANDON;280;138
MIRAMONT DE QUERCY;401;200
LUSSAS;417;209
LOUGRES;344;172
MINZIER;613;306
FLEXBOURG;190;94
LUSSAT;607;305
HOURTIN;1039;533
BIGNOUX;348;175
MACONGE;284;142
ST LAURENT LES EGLISES;365;182
DIUSSE;354;177
DIGNY;340;170
SARRALBE;331;165
VALLENTIGNY;355;179
SAN DAMIANO;42;21
BRISON ST INNOCENT;554;275
MEHARICOURT;153;77
VARNEVILLE BRETTEVILLE;295;148
SORANS LES BREUREY;334;167
PAISY COSDON;254;127
BELLEGARDE STE MARIE;321;161
MONT DAUPHIN;1049;521
ALAINCOURT;437;221
ST GERMAIN SUR BRESLE;201;101
ST JEAN DE SERRES;672;335
ANSACQ;222;111
CUCURON;674;337
THOIRIA;679;339
CAMPREMY;237;117
GOUZENS;322;162
REIPERTSWILLER;357;177
MASCLAT;370;184
ORADOUR SUR GLANE;361;180
TREDANIEL;426;214
BAGNOLS SUR CEZE;561;282
POLEYMIEUX AU MONT D OR;372;186
LE LUART;334;166
MOLSHEIM;251;125
SEREZ;280;138
CONGY;279;139
RETOURNAC;334;167
GOMMERVILLE;788;396
BOUZEMONT;123;62
CHOCQUES;88;42
FRISE;177;89
PRASLIN;252;126
RAMPOUX;380;190
LA MOUCHE;719;360
MIGRE;703;353
BONREPOS;338;168
GODEWAERSVELDE;64;28
LABEUVRIERE;86;43
VALBONNE;513;251
MONTASTRUC SAVES;158;78
DAMBLAIN;298;149
CHADRON;380;189
MYON;430;212
CHABLIS;259;130
SAVIGNY SUR CLAIRIS;248;124
GALLARGUES LE MONTUEUX;1233;615
MONTIGNY LES VAUCOULEURS;291;146
BREHAIN;313;153
CIRCOURT;288;143
GENAS;392;195
GENAT;398;200
BELVEZET;541;270
ST MARTIN DE BRETHENCOURT;290;147
CHELUN;512;256
LE GRAND BORNAND;834;417
ANNOIRE;311;156
BEAUMONT SUR GROSNE;334;166
BEALENCOURT;68;34
OUROUX EN MORVAN;304;151
LA BAZOGE MONTPINCON;430;216
GENAY;618;311
LAVAL ROQUECEZIERE;466;231
SABADEL LATRONQUIERE;369;185
TAURIERS;436;218
JAVAUGUES;333;167
VIODOS ABENSE DE BAS;565;283
BOSSUS LES RUMIGNY;336;170
DORLISHEIM;231;117
CHERIGNE;477;239
FONTAINE FRANCAISE;358;180
ST LEGER LES PARAY;303;152
PAILHES;1107;557
VILLENEUVE SUR LOT;422;210
MANNEVILLE ES PLAINS;384;183
LE PETIT FOUGERAY;502;250
VILSBERG;220;110
CONTHIL;154;78
FURDENHEIM;182;90
COTI CHIAVARI;53;30
VESLUD;265;134
NIEDERNAI;308;154
ST AUBIN D APPENAI;325;163
MOUTIERS EN PUISAYE;229;115
ISSUS;351;175
ST CRICQ CHALOSSE;436;218
BRUNEMBERT;29;14
TRITH ST LEGER;81;42
JAULGES;275;138
BEAUREGARD L EVEQUE;304;153
GACE;414;208
POLVEROSO;28;14
CALLEVILLE LES DEUX EGLISES;287;144
BESSINES;548;273
TREVERIEN;565;282
LANDOUZY LA VILLE;332;167
RIGNY SUR ARROUX;292;145
CROIGNON;625;313
ROCHECHINARD;489;245
ENNETIERES EN WEPPES;75;39
MOUREUILLE;314;157
POMPONNE;255;127
BLAUSASC;378;193
VEILHES;316;158
TORCY ET POULIGNY;296;148
BETBEZE;301;152
PLIBOUX;447;224
MISON;621;307
LAUZUN;452;226
BELLEVIGNE EN LAYON;525;263
NOZIERES;682;344
AUXELLES HAUT;281;142
LACROUZETTE;441;218
CREZANCY;284;142
CHARLEVILLE SOUS BOIS;390;195
ANNEMASSE;583;290
LAVERSINE;253;126
GENNEVILLE;286;144
HENOUVILLE;329;165
VALLIERES LES GRANDES;287;145
MONTESPAN;413;205
CHASSIEU;429;215
ST SORLIN EN VALLOIRE;393;197
PRUDEMANCHE;319;164
NEUVILLE SUR MARGIVAL;212;107
GOUISE;337;169
GARLEDE MONDEBAT;362;181
LE DRENNEC;89;46
LANTAN;286;143
GUEBLING;301;150
LE CHAMP PRES FROGES;463;230
DAGNEUX;370;184
BAVILLIERS;181;91
CAUPENNE D ARMAGNAC;385;193
DALLON;188;95
ST MARTIN D ARROSSA;473;252
BOURDONNE;309;151
APCHAT;328;163
OREE D ANJOU;679;340
AUCHONVILLERS;134;65
CHEUST;233;116
LA TOUR DU MEIX;513;256
LUGON ET L ILE DU CARNAY;645;322
PLEAUX;399;198
TARASTEIX;379;190
SANTIGNY;267;134
BULCY;284;143
PUGINIER;389;195
LA HAUTEVILLE;161;80
ST PERE SUR LOIRE;273;137
VILLESEQUELANDE;393;196
WICKERSHEIM WILSHAUSEN;184;92
LABESSIERE CANDEIL;387;194
AUCALEUC;620;308
DAUPHIN;803;401
CORDESSE;248;123
LE BERNARD;1468;726
BEAUMONT EN ARGONNE;447;224
ST VICTOR DE BUTHON;359;177
ST FRANCOIS LACROIX;526;264
ARBORAS;658;330
IVRY LA BATAILLE;299;148
ST BROINGT LES FOSSES;286;144
LEVONCOURT;511;254
TAUVES;316;158
ARCHIGNAC;377;189
LE POIRE SUR VIE;1005;504
SAVIGNAC DE MIREMONT;340;170
ST DENISCOURT;208;103
VERCLAUSE;598;299
VEZAPONIN;237;118
CREST;436;219
CLAYEURES;277;137
ST SULPICE DES RIVOIRES;488;247
STE MARIE EN CHAUX;376;190
CHARGE;322;161
MASSIGES;357;179
LA LOGE AUX CHEVRES;308;155
AILLY;289;144
MANLAY;286;143
BIZANOS;382;192
VILLAFANS;321;159
CHAMBILLY;288;146
AUBERIVES EN ROYANS;506;253
ABONCOURT GESINCOURT;289;145
BOUILLY EN GATINAIS;281;140
VILLERS CAMPSART;197;98
MARCON;381;192
BLACQUEVILLE;250;124
CAMPSAS;371;185
ABONCOURT;525;261
CORTEVAIX;331;165
BOIS DE LA PIERRE;301;150
VALINES;238;120
SAVINS;252;125
VILLEMORIEN;234;117
SANS VALLOIS;165;82
VARINFROY;263;131
TARTECOURT;323;161
GILLONNAY;443;221
ARCHIGNAT;344;173
LAMEAC;341;170
MUTZENHOUSE;182;90
ST DENIS D ORQUES;366;182
LES LANDES GENUSSON;746;373
ST JUIRE CHAMPGILLON;813;411
AVERNES;254;128
TEMPLEUX LA FOSSE;109;55
MAXEY SUR MEUSE;276;137
VILLERS SUR AUCHY;225;113
VERNOIS LES VESVRES;335;168
PAS DE JEU;390;195
LOUBIENG;392;197
SEMILLAC;958;479
GOMETZ LE CHATEL;264;132
LE CHATELET SUR RETOURNE;277;141
NANDAX;281;141
LA SAULSOTTE;282;140
VANAULT LES DAMES;327;162
COLLIOURE;214;104
ST GEORGES DE RENEINS;361;180
COZES;1511;749
CAZIDEROQUE;367;184
VESOUL;298;149
CHAUMONT LE BOURG;331;165
TAVANT;377;189
ST DESERT;281;140
LORIENT;187;96
AYZIEU;429;213
LADIGNAC SUR RONDELLES;334;167
SEYCHES;408;203
LEGEVILLE ET BONFAYS;270;135
VAL DE SAANE;327;164
ANCEMONT;277;138
BILHAC;314;157
BULLES;211;105
XERTIGNY;316;160
ENTREPIERRES;674;334
BELONCHAMP;335;169
PRAILLES LA COUARDE;495;247
PENNEDEPIE;757;379
IZERON;554;276
SPELONCATO;96;47
VILLERS BRULIN;58;30
ALTRIPPE;375;187
MAROLS;327;164
SAVAS MEPIN;417;208
PONT STE MAXENCE;120;60
PETIT CAUX;350;168
VILLENEUVE SUR ALLIER;260;129
CHENAY LE CHATEL;372;186
WACQUINGHEN;45;22
HUGLEVILLE EN CAUX;246;123
COURJEONNET;313;156
GRENOIS;313;157
LOURMARIN;712;354
CASTELFERRUS;354;176
VALAURIE;545;272
AIZY JOUY;241;121
PLOUGRESCANT;174;94
AVANNE AVENEY;350;175
LE PLANOIS;393;197
LARNOD;192;96
NIEUL LE VIROUIL;851;425
LE CAUSE;386;192
ST OST;295;147
DIJON;236;117
PLEDRAN;401;201
ST LEGER DE MONTBRILLAIS;441;221
VAUX ET CHANTEGRUE;851;429
ST REMY SUR AVRE;263;130
BATSERE;171;87
CHAPTELAT;347;174
LOTHEY;204;101
PREIXAN;364;182
CUISERY;317;159
TRALONCA;111;56
COUPVRAY;256;127
CHAUMES EN RETZ;988;496
BUTOT VENESVILLE;332;166
ECRAINVILLE;346;173
ST SAUVEUR LES BRAY;254;127
BRECONCHAUX;164;82
LUNEVILLE;222;110
ROQUEFORT;1080;540
PONT CROIX;78;38
EGUENIGUE;139;69
VICQ D AURIBAT;276;137
LE PIAN SUR GARONNE;503;251
CURIERES;379;190
MORBECQUE;84;42
WARVILLERS;152;75
BEUVRIGNY;559;279
ST JOUIN;704;355
LOUZES;414;209
PIEVE;98;47
MORGNY LA POMMERAYE;261;131
SARIAC MAGNOAC;276;137
OYE PLAGE;36;16
DESERVILLERS;506;252
AIX LES BAINS;588;295
AUNAY LES BOIS;343;173
MOIDIEU DETOURBE;424;212
ALLONZIER LA CAILLE;695;347
TRACY SUR MER;399;206
MEDIS;1666;850
DONNERY;266;133
COMBES;548;276
NOUZIERS;322;161
ST JEAN DE DURAS;393;196
CHATEAU SUR CHER;317;158
CHABRIS;256;129
PEROY LES GOMBRIES;263;131
LE CLOITRE PLEYBEN;193;96
BANTIGNY;195;99
ST PIERRE SUR ERVE;398;199
ST SERNIN DU PLAIN;136;68
BOURG ST ANDEOL;520;260
LA SAUVE;649;324
SASSEGNIES;214;110
GRANDHAM;335;168
ELISE DAUCOURT;282;142
DROITURIER;284;142
LIMEYRAT;361;180
BRICONVILLE;289;144
MOURET;313;157
CASSAGNES BEGONHES;458;232
GAJOUBERT;389;195
SAULXURES SUR MOSELOTTE;326;168
LUCENAY L EVEQUE;299;149
ETALLE;412;208
SAVERDUN;361;180
BRUSVILY;530;266
CUQUERON;439;220
PALLUEL;136;68
ST PARDOUX DE DRONE;404;203
TANUS;387;194
BOURG ARGENTAL;379;188
LUMIGNY NESLES ORMEAUX;271;134
SILLEGNY;283;141
BERBIGUIERES;341;171
BONNEMAISON;417;207
LOCHWILLER;197;98
CONTES;450;227
LATTRE ST QUENTIN;99;49
LA VENDELEE;775;381
SERGY;886;441
JUPILLES;337;167
POYOLS;558;279
ROUILLY SACEY;301;152
FRAIGNOT ET VESVROTTE;302;150
TOURCOING;95;55
HAMES BOUCRES;65;32
MENNOUVEAUX;280;140
ST ANDRE DE MAJENCOULES;570;285
NEAUPHLETTE;284;141
BADEFOLS SUR DORDOGNE;392;196
ST MARTIN D AUXY;294;146
ST AVIT LE PAUVRE;318;158
UBAYE SERRE PONCON;780;383
NANCUISE;494;248
LANZAC;381;192
VALLIGUIERES;672;336
BRINGOLO;271;135
ROPPE;352;177
CARDROC;517;261
COLAYRAC ST CIRQ;414;203
LA FEREE;341;171
CAMBOUNES;474;236
MANTALLOT;197;98
